,Date,Open,High,Low,Close,Volume
0,2001-12-06,0.9015461006987172,0.9835048371258732,0.9015461006987172,0.9589172005653381,35020000
1,2001-12-07,0.9343293309211731,0.9507211366469557,0.9015458757934529,0.9343293309211731,24713000
2,2001-12-10,0.9343293309211731,0.9343293309211731,0.9343293309211731,0.9343293309211731,0
3,2001-12-11,0.9343293096465081,0.9343293096465081,0.8523705955314839,0.885154128074646,17420000
4,2001-12-12,0.8851543690456743,0.958917200565338,0.8851543690456743,0.9589172005653381,20925000
5,2001-12-13,0.9425252337840644,0.9507211366469557,0.917937603357313,0.9343293309211731,27180000
6,2001-12-14,0.9179375767707825,0.9179375767707825,0.9015458496816814,0.9179375767707825,14632000
7,2001-12-17,0.9179376977085032,0.9179376977085032,0.8687625099623996,0.8933500647544861,32298000
8,2001-12-18,0.8851542858757211,0.9015460159885812,0.8441749215126039,0.8441749215126038,23545000
9,2001-12-19,0.8523707474880665,0.8605666516254639,0.8359790173752065,0.8441749215126038,31119000
10,2001-12-20,0.8523707025517678,0.9097418721651178,0.8441748770083825,0.8933500647544861,48227000
11,2001-12-21,0.8769582253983753,0.893349952588996,0.8769582253983753,0.885154128074646,17375000
12,2001-12-24,0.8933500383664585,0.926133574057422,0.8933500383664585,0.9015459418296814,43946000
13,2001-12-25,0.909741752307192,0.9261334793962931,0.909741752307192,0.9179375767707825,12786000
14,2001-12-26,0.9261336922645569,0.9343295186119265,0.9097419614078796,0.9261336922645569,16060000
15,2001-12-27,0.926133574057422,0.9507212062851625,0.9015459418296814,0.9015459418296814,28393000
16,2001-12-28,0.909741752307192,0.9261334793962931,0.909741752307192,0.9179375767707825,24661000
17,2001-12-31,0.9179375767707825,0.9179375767707825,0.9179375767707825,0.9179375767707825,0
18,2002-01-01,0.9179375767707825,0.9179375767707825,0.9179375767707825,0.9179375767707825,0
19,2002-01-02,0.9179375824558874,0.9179375824558874,0.885154128074646,0.885154128074646,29206000
20,2002-01-03,0.8933500383664585,0.9097418452929044,0.8933500383664585,0.9015459418296814,50962000
21,2002-01-04,0.9425253240916251,1.0244840479256796,0.9425253240916251,0.9917005896568298,209948000
22,2002-01-07,1.0162882804870605,1.0408759165650576,1.008092453902355,1.0162882804870605,101877000
23,2002-01-08,1.0080923573686507,1.0736593545773796,0.9917006276069515,1.0572675466537476,102724000
24,2002-01-09,1.0900510749142684,1.2047932604160094,1.081855171023316,1.1556180715560913,149969000
25,2002-01-10,1.1638140738562948,1.1638140738562948,1.098247067266797,1.1392264366149902,86562000
26,2002-01-11,1.1474223246777724,1.2211851571422807,1.139226419665297,1.212989330291748,138486000
27,2002-01-14,1.188401699066162,1.2047934310070998,1.1638140620737838,1.188401699066162,70847000
28,2002-01-15,1.1884015832269907,1.2047933135701483,1.1310304879449715,1.1638139486312866,125490000
29,2002-01-16,1.1802058059631833,1.1884017110975995,1.131030609642518,1.1392264366149902,57634000
30,2002-01-17,1.0982468122094815,1.1474220752716064,1.0818550839094152,1.1474220752716064,83467000
31,2002-01-18,1.172009707121524,1.172009707121524,1.1228344440460205,1.1228344440460205,40369000
32,2002-01-21,1.1228347045081017,1.1474223417494065,1.1146388775356295,1.1392264366149902,25868000
33,2002-01-22,1.147422218288129,1.1638139486312866,1.1392263140355823,1.1638139486312866,15396000
34,2002-01-23,1.1638141986823651,1.2047935724258423,1.1638141986823651,1.2047935724258423,57117000
35,2002-01-24,1.2293808708615162,1.2867519625360009,1.2293808708615162,1.2457726001739502,99842000
36,2002-01-25,1.2621643294863842,1.2703602332235668,1.2375767745986987,1.2457726001739502,39648000
37,2002-01-28,1.245772810546507,1.2621645426269983,1.2375769835872332,1.2539687156677246,30161000
38,2002-01-29,1.2539687156677246,1.270360447748216,1.2375769835872332,1.2539687156677246,30445000
39,2002-01-30,1.2375769835872332,1.2539687156677246,1.2375769835872332,1.2539687156677246,12973000
40,2002-01-31,1.2621641181977463,1.303143473699776,1.2621641181977463,1.2867517471313477,49597000
41,2002-02-01,1.1802057884037889,1.2211851571422807,1.1802057884037889,1.212989330291748,217660000
42,2002-02-04,1.2047931630887803,1.2293807946134343,1.1556179782013984,1.1720097064971924,80030000
43,2002-02-05,1.1638140565407806,1.212989330291748,1.1638140565407806,1.212989330291748,93514000
44,2002-02-06,1.2129891654193268,1.2703602582228093,1.2047932615208583,1.2621643543243408,122895000
45,2002-02-07,1.2457725750048212,1.2539684785764165,1.1802055809178456,1.2293808460235596,321556000
