,Date,Open,High,Low,Close,Volume
0,2001-12-06,4.340198971590428,4.486827497135137,4.3108733848228695,4.398850440979004,14958577
1,2001-12-07,4.457502252846255,4.457502252846255,4.193571359952984,4.252222537994385,3577580
2,2001-12-10,4.252222537994385,4.252222537994385,4.252222537994385,4.252222537994385,0
3,2001-12-11,4.252222264973853,4.281548147965124,4.164245207706972,4.193571090698242,3167024
4,2001-12-12,4.193570922202559,4.516153255317609,4.193570922202559,4.486827373504639,7378792
5,2001-12-13,4.5161530097301075,4.5161530097301075,4.310873031616211,4.310873031616211,7649075
6,2001-12-14,4.252223067625198,4.604131067265555,4.222897474951882,4.5161542892456055,10575119
7,2001-12-17,4.545479881918922,4.6334566599388705,4.486828400718769,4.5161542892456055,5992253
8,2001-12-18,4.545478594094905,4.574804178459703,4.310873031616211,4.310873031616211,3239064
9,2001-12-19,4.369524932604816,4.457501990339341,4.369524932604816,4.428176403045654,3290688
10,2001-12-20,4.4575011110254845,4.662780773293502,4.428175529516742,4.604129314422607,12444782
11,2001-12-21,4.574804530617459,4.604130117239672,4.398850419177261,4.4575018882751465,9532068
12,2001-12-24,4.486826692534228,4.721431936310988,4.486826692534228,4.604129314422607,9999007
13,2001-12-25,4.6334555782830185,4.662781459963882,4.516153234973369,4.545478820800781,2966665
14,2001-12-26,4.604129218752718,4.780083295855816,4.604129218752718,4.6334547996521,12409978
15,2001-12-27,4.692106625812341,5.131991853117737,4.633455163553814,4.721432209014893,19735877
16,2001-12-28,4.780083754796504,4.809409338511466,4.69210670779819,4.750758171081543,14172798
17,2001-12-31,4.750758171081543,4.750758171081543,4.750758171081543,4.750758171081543,0
18,2002-01-01,4.750758171081543,4.750758171081543,4.750758171081543,4.750758171081543,0
19,2002-01-02,4.838735218079857,4.838735218079857,4.69210670779819,4.750758171081543,11059725
20,2002-01-03,4.750758171081543,4.750758171081543,4.750758171081543,4.750758171081543,0
21,2002-01-04,4.868061187110039,4.897387068999624,4.750758547112063,4.780084133148193,13557123
22,2002-01-07,4.80940984365644,4.80940984365644,4.692107200622559,4.692107200622559,5005163
23,2002-01-08,4.633455358267557,4.750758287714086,4.633455358267557,4.662781238555908,4822999
24,2002-01-09,4.721431936310988,4.750757813673139,4.604129314422607,4.604129314422607,3685587
25,2002-01-10,4.633455358267557,4.721432407425734,4.545478604962817,4.662781238555908,3190191
26,2002-01-11,4.721431838203649,4.721431838203649,4.6334547996521,4.6334547996521,3701138
27,2002-01-14,4.63345597353393,4.897387451908777,4.63345597353393,4.809410095214844,16519980
28,2002-01-15,4.809409719184324,4.868061187110039,4.721432665222478,4.780084133148193,14831845
29,2002-01-16,4.86806058883667,5.073340553421514,4.838735006404585,4.86806058883667,29522255
30,2002-01-17,4.8387346267700195,4.897386082885965,4.750757590522798,4.8387346267700195,7816746
31,2002-01-18,4.897387195748678,4.897387195748678,4.692107200622559,4.692107200622559,4036480
32,2002-01-21,4.721433019916885,4.721433019916885,4.5454791946282365,4.574804782867432,3675432
33,2002-01-22,4.574804557588678,4.692107200622559,4.574804557588678,4.692107200622559,2508717
34,2002-01-23,4.69210631738953,4.926711559295654,4.69210631738953,4.926711559295654,9095383
35,2002-01-24,4.985363214418426,5.0146887968505105,4.838735006404585,4.86806058883667,11529521
36,2002-01-25,4.9560369472951225,5.073340155380407,4.8387346267700195,4.8387346267700195,17161150
37,2002-01-28,4.897387451908777,4.926712744384294,4.78008450688585,4.809410095214844,3321789
38,2002-01-29,4.838734815470912,4.985363017698889,4.809408938342592,4.926711559295654,5893660
39,2002-01-30,4.838734618055843,4.956036938369693,4.838734618055843,4.897386074066162,3406735
40,2002-01-31,4.897386074066162,4.897386074066162,4.897386074066162,4.897386074066162,0
41,2002-02-01,4.897386595790476,4.926711883139602,4.721432209014893,4.721432209014893,3030348
42,2002-02-04,4.721432291513151,4.780083754796504,4.69210670779819,4.750758171081543,729606
43,2002-02-05,4.721433034374387,4.838735979397314,4.6921074460453935,4.809410095214844,1849775
44,2002-02-06,4.809409128119083,4.897386467122171,4.780083545686998,4.86806058883667,2567322
45,2002-02-07,4.897387451908777,4.897387451908777,4.809410095214844,4.809410095214844,2335228
46,2002-02-08,4.838735979397314,4.868061567726307,4.809410095214844,4.809410095214844,2135927
47,2002-02-11,4.8973861789653474,4.9560370445251465,4.8973861789653474,4.9560370445251465,2975868
48,2002-02-12,5.0146887968505105,5.044014379282594,4.86806058883667,4.86806058883667,4747997
49,2002-02-13,4.897386486530882,5.27862024307251,4.897386486530882,5.27862024307251,18346377
50,2002-02-14,5.454573787028068,5.659853458404541,5.366597038598227,5.659853458404541,23602994
51,2002-02-15,5.630527113109924,5.747830020171422,5.483898627209741,5.60120153427124,12332331
52,2002-02-18,5.6012020558038955,6.099738125894164,5.6012020558038955,5.953110218048096,15654015
53,2002-02-19,5.982436846249421,5.982436846249421,5.718505382537841,5.718505382537842,10165621
54,2002-02-20,5.689180074574476,5.806482414920488,5.601202727608078,5.777156829833984,6846476
55,2002-02-21,5.8358082144769385,5.8358082144769385,5.366597652435303,5.366597652435303,6752432
56,2002-02-22,5.395922425196383,5.454573588683546,5.04401426085976,5.102665424346924,10192173
57,2002-02-25,5.131991738624152,5.27862024307251,5.0440143992724025,5.27862024307251,2251233
58,2002-02-26,5.27862024307251,5.27862024307251,5.27862024307251,5.27862024307251,0
59,2002-02-27,5.307946445462013,5.865133762359619,5.278620859489182,5.865133762359619,9310657
60,2002-02-28,5.953110241909663,5.98243582359642,5.7185044050019584,5.8358073234558105,6029278
61,2002-03-01,5.865134393367386,6.129065287225106,5.865134393367386,5.923786163330078,17795655
62,2002-03-04,6.070412064942195,6.275691711422497,6.070412064942195,6.099737644195557,10953621
63,2002-03-05,6.1877162044588045,6.1877162044588045,5.777156829833984,5.777156829833984,8622519
64,2002-03-06,5.865132881633636,6.041086962755736,5.835807300064423,5.953110218048096,4818556
65,2002-03-07,6.011762283930682,6.070413455876344,5.747831418468294,5.865133762359619,6035731
66,2002-03-08,5.923785526012188,6.011762283930682,5.865133762359619,5.865133762359619,5790836
67,2002-03-11,5.89445934833245,5.9824366979578505,5.777157004441126,5.865133762359619,6307601
68,2002-03-12,5.953110932059892,5.982436517146395,5.7478312447474815,5.777156829833984,4572392
69,2002-03-13,5.777155599010107,5.777155599010107,5.542550376593872,5.60120153427124,4012360
70,2002-03-14,5.601202292784647,5.689179632921331,5.542551127164752,5.659853458404541,3347389
