,Date,Open,High,Low,Close,Volume
0,2014-11-26,8.69716896560954,10.89434814453125,7.873226991784076,10.89434814453125,1204125700
1,2014-11-27,10.61970084463428,11.718290376439048,10.345053243412925,10.985897064208984,672459500
2,2014-11-28,11.168995057745807,11.535192146589669,10.711249351501465,10.711249351501465,233913300
3,2014-12-01,10.985897640769947,11.260545256405335,10.802799521373254,10.89434814453125,133392000
4,2014-12-02,10.985898225203805,11.077447726312801,10.436602964711314,10.528152465820312,80042400
5,2014-12-03,10.61970084463428,11.07744655564299,10.436601861766274,10.985897064208984,99232200
6,2014-12-04,10.985898610282813,11.077448114600815,10.619702339172363,10.619702339172363,67495400
7,2014-12-08,10.528151243619858,10.985896949864198,10.070405537375516,10.711249351501465,49135900
8,2014-12-09,10.802798954421633,11.168995173996336,10.61970084463428,10.985897064208984,51534500
9,2014-12-11,10.894348807254902,11.07744781087055,10.253504913842393,10.802800178527832,48638200
10,2014-12-12,10.894347968939943,11.535192686120507,10.436602241285648,11.352093696594238,83605100
11,2014-12-15,10.985898610282813,11.168996745838037,8.23942395771211,10.619702339172363,73769300
12,2014-12-16,10.345054415650218,10.985898309062726,9.887308652772605,10.802800178527832,37771900
13,2014-12-17,10.802798841982591,10.894347459383072,10.619700734100984,10.711249351501465,19094700
14,2014-12-18,10.89434794838031,11.168995559070712,10.711249832280268,11.077446937561035,31014200
15,2014-12-19,11.077447137008644,11.168995760166638,10.802799521373254,10.89434814453125,14551600
16,2014-12-22,10.894347783359944,11.809839223073576,10.802799163236985,11.535192489624023,49971800
17,2014-12-23,11.626741109746984,11.718290602950615,11.2605448830938,11.535192489624023,22923500
18,2014-12-24,11.535192686120507,11.626741307802952,10.985897463703077,11.352093696594238,20890700
19,2014-12-25,11.260545256405335,11.260545256405335,10.802799521373254,10.89434814453125,13367300
20,2014-12-26,10.985897442970671,11.168995559070712,10.89434794838031,11.077446937561035,3662800
21,2014-12-29,10.985897064208984,11.07744655564299,10.894347572774981,10.985897064208984,3283000
22,2014-12-30,10.985897736250733,11.260545354273143,10.711250118228323,11.16899585723877,7669700
23,2015-01-05,11.168995173996336,11.168995173996336,10.985897064208984,10.985897064208984,2090700
24,2015-01-06,10.894347968939943,11.443643191357372,10.894347968939943,11.352093696594238,17457200
25,2015-01-07,11.352094072154433,11.626741692449286,11.260545447443292,11.443643569946289,10926800
26,2015-01-08,11.443642996420392,11.626741109746984,11.443642996420392,11.535192489624023,11753300
27,2015-01-09,11.626740308259157,12.816879272460938,11.626740308259157,12.816879272460938,82570500
28,2015-01-12,12.725329785568256,12.999977373165684,12.450683071051442,12.816879272460938,35211500
29,2015-01-13,12.725331761174907,13.09152889251709,12.54223363204419,13.09152889251709,25726000
