,Date,Open,High,Low,Close,Volume
0,2001-12-06,1.210955092737447,1.2273190021514893,1.210955092737447,1.2273190021514893,1194825
1,2001-12-07,1.227318667410766,1.2355010372987094,1.2191367149353027,1.2191367149353027,2020333
2,2001-12-10,1.2191367149353027,1.2191367149353027,1.2191367149353027,1.2191367149353027,0
3,2001-12-11,1.2273189178103516,1.2436832435124345,1.2191369636655929,1.2355012893676758,1448597
4,2001-12-12,1.2436830020462144,1.3500508062692063,1.2436830020462144,1.34186851978302,21752502
5,2001-12-13,1.3500510595009483,1.3582330970743646,1.3255047798156738,1.3255047798156738,5020236
6,2001-12-14,1.3255048899654192,1.3255048899654192,1.2927763195394393,1.3091405630111694,1591531
7,2001-12-17,1.3336869282187649,1.3336869282187649,1.3091405630111694,1.3091405630111694,2414472
8,2001-12-18,1.3336865672268214,1.3827794513189697,1.3336865672268214,1.34186851978302,5859010
9,2001-12-19,1.3582329514532203,1.3991435523466895,1.3418686276133291,1.374597191810608,8861052
10,2001-12-20,1.3909609520883215,1.3991429854694766,1.374596634878602,1.3827790021896362,5416942
11,2001-12-21,1.3745975572617513,1.3909618854522705,1.3745975572617513,1.3909618854522705,1622343
12,2001-12-24,1.3909618854522705,1.3991439243237414,1.3909618854522705,1.3909618854522705,3147543
13,2001-12-25,1.3909609520883215,1.3909609520883215,1.3827790021896362,1.3827790021896362,1876971
14,2001-12-26,1.3827790021896362,1.4155072191967262,1.3827790021896362,1.3827790021896362,2743562
15,2001-12-27,1.3909618854522705,1.3991439243237414,1.3909618854522705,1.3909618854522705,1348030
16,2001-12-28,1.3909615156504993,1.3991435523466895,1.374597191810608,1.374597191810608,4632089
17,2001-12-31,1.374597191810608,1.374597191810608,1.374597191810608,1.374597191810608,0
18,2002-01-01,1.374597191810608,1.374597191810608,1.374597191810608,1.374597191810608,0
19,2002-01-02,1.3745973355005454,1.3827797069820729,1.3664153814315796,1.3664153814315796,7789047
20,2002-01-03,1.376070252397633,1.414608120918274,1.3655972033589014,1.414608120918274,23494795
21,2002-01-04,1.4155076966597695,1.4155076966597695,1.3991434574127197,1.3991434574127197,3114591
22,2002-01-07,1.4073257440012406,1.4155076966597695,1.3991434574127197,1.3991434574127197,2686217
23,2002-01-08,1.4073257440012406,1.4155076966597695,1.3991434574127197,1.3991434574127197,2145293
24,2002-01-09,1.4073260044456803,1.4482366101343576,1.3991437163429181,1.4318723678588867,6390519
25,2002-01-10,1.431872247806348,1.4809651374816895,1.431872247806348,1.4809651374816895,4142518
26,2002-01-11,1.4891474151491175,1.5464222707796473,1.4891474151491175,1.5300580263137817,6624606
27,2002-01-14,1.5300575525941555,1.570968151092529,1.5300575525941555,1.5709681510925293,6502641
28,2002-01-15,1.562786198357852,1.5873323904918786,1.562786198357852,1.5709681510925293,6794500
29,2002-01-16,1.5709686374784457,1.5873328819443113,1.5300580263137817,1.5300580263137817,4724097
30,2002-01-17,1.5300574808289138,1.554604172706604,1.5300574808289138,1.554604172706604,685141
31,2002-01-18,1.5873322417363083,1.5873322417363083,1.5464216470718384,1.5464216470718384,787420
32,2002-01-21,1.546421719460721,1.554604172706604,1.5382397671098071,1.554604172706604,2027608
33,2002-01-22,1.5464215789754658,1.5627859830856323,1.5300573418302739,1.5627859830856323,4023977
34,2002-01-23,1.5627866618764776,1.6200615167617798,1.5627866618764776,1.6200615167617798,10320777
35,2002-01-24,1.5955144244444657,1.6282427310943604,1.5955144244444657,1.6282427310943604,3204888
36,2002-01-25,1.6282427310943604,1.6364250164630478,1.620060779655615,1.6282427310943604,5147336
37,2002-01-28,1.6282429956431048,1.6773358810067396,1.6282429956431048,1.6609716415405273,14486832
38,2002-01-29,1.6609716415405273,1.6773358810067396,1.644607402074315,1.6609716415405273,7709877
