,Date,Open,High,Low,Close,Volume,sqrt_Volume,Close_t-1,Close_t-2,Volume_t-1,SMA_5,STD_5,EMV_5,rsi,rsi_result,macd,macd_signal,macd_diff,macd_result,bb_upper,bb_lower,bb_width,bb_result,adx,adx_pos,adx_neg,adx_result,Daily_Return,Close_Diff_t-1,future_return_5,Year,Quarter,Day,Month,Weekday,target,target_encoded
43,2002-02-05,1.231010399171319,1.2398666231201474,1.2221542596817017,1.2221542596817017,17314000,4161.0094928995295,1.231010675430298,1.2398667335510254,4070.380817564863,1.223925566673279,0.01154712022532973,1.2245217599210807,47.758718721817274,neutral,-0.0022139305819999233,-0.0033281034774799764,0.001114172895480053,hold,1.2440617775108251,1.2064462090347374,0.03761556847608771,Buy_signal,12.642086956323979,24.09994705501029,15.31757474274505,weak_uptrend,-0.007194426437854173,-0.008856058120727317,hold,2002,1,5,2,1,buy,0
44,2002-02-06,1.231010675430298,1.2398669013666084,1.2221545339532172,1.231010675430298,23023000,4798.228839894988,1.2221542596817017,1.231010675430298,4161.0094928995295,1.2274680852890014,0.010097674167502808,1.2266847320509078,53.01718736388094,neutral,-0.0014314616279864634,-0.002948775107581274,0.0015173134795948106,hold,1.2440617775108251,1.2064462090347374,0.03761556847608771,Buy_signal,13.330558840892772,21.864365193617065,13.896578903701922,weak_uptrend,0.007246561289982356,-0.008856415748596413,hold,2002,1,6,2,2,buy,0
45,2002-02-07,1.2398666231201474,1.2398666231201474,1.2221542596817017,1.2221542596817017,32587000,5708.502430585451,1.231010675430298,1.2221542596817017,4798.228839894988,1.229239320755005,0.007409680801716269,1.2251745744579305,47.832169777654066,neutral,-0.0015085979017617213,-0.0026607396664173636,0.0011521417646556424,hold,1.2419698088562139,1.2067669303024167,0.03520287855379722,Buy_signal,13.969816378633018,19.878439696431045,12.63450269118795,weak_uptrend,-0.007194426437854173,0.008856415748596413,hold,2002,1,7,2,3,buy,0
46,2002-02-08,1.231010399171319,1.231010399171319,1.2221542596817017,1.2221542596817017,39217000,6262.347802541791,1.2221542596817017,1.231010675430298,5708.502430585451,1.22569682598114,0.00485085868415128,1.2241678028051541,47.832169777654066,neutral,-0.001551840305411778,-0.0024389597942162467,0.0008871194888044687,hold,1.2395952859301889,1.2073702058415092,0.032225080088679636,Buy_signal,14.563412663677534,18.951559406302394,12.045388470007804,weak_uptrend,0.0,-0.008856415748596413,hold,2002,1,8,2,4,buy,0
47,2002-02-11,1.231010399171319,1.231010399171319,1.2221542596817017,1.2221542596817017,38019000,6165.954913879926,1.2221542596817017,1.2221542596817017,6262.347802541791,1.2239255428314209,0.003960709530173674,1.2234966217370256,47.83216977765407,neutral,-0.0015680348916855547,-0.0022647748137101086,0.000696739922024554,hold,1.2387831336708488,1.2072967165259896,0.031486417144859224,Buy_signal,15.114609214076012,18.04542394379497,11.46945941750343,weak_uptrend,0.0,0.0,hold,2002,1,11,2,0,buy,0
48,2002-02-12,1.231010399171319,1.231010399171319,1.2221542596817017,1.2221542596817017,22005000,4690.948731333567,1.2221542596817017,1.2221542596817017,6165.954913879926,1.2239255428314209,0.003960709530173674,1.2230491677065942,47.832169777654066,neutral,-0.0015628536143594829,-0.0021243905738399836,0.0005615369594805008,hold,1.2387831336708488,1.2072967165259896,0.031486417144859224,Buy_signal,15.62643458230317,17.161745392156046,10.90780371366911,weak_uptrend,0.0,0.0,hold,2002,1,12,2,1,buy,0
49,2002-02-13,1.2221542596817017,1.231010399171319,1.2221542596817017,1.2221542596817017,26050000,5103.9200620699385,1.2221542596817017,1.2221542596817017,4690.948731333567,1.2221542596817017,0.0,1.2227508650263013,47.832169777654066,neutral,-0.0015409839114475243,-0.002007709241361492,0.00046672532991396754,hold,1.2358743554484048,1.208434247361501,0.02744010808690378,Buy_signal,16.101700995656962,16.30203208033439,10.361380034661195,weak_uptrend,0.0,0.0,hold,2002,1,13,2,2,buy,0
50,2002-02-14,1.231010675430298,1.2487231273029191,1.2221545339532172,1.231010675430298,140624000,11858.499061854329,1.2221542596817017,1.2221542596817017,5103.9200620699385,1.223925542831421,0.003960709530173674,1.225504135193757,54.30541035813787,neutral,-0.0007997937550161538,-0.0017661261440924242,0.0009663323890762704,hold,1.2358743554484048,1.208434247361501,0.02744010808690378,Buy_signal,18.142325053132755,23.31798987247025,8.91802216566984,weak_uptrend,0.007246561289982356,0.0,hold,2002,1,14,2,3,buy,0
51,2002-02-15,1.231010675430298,1.2398669013666084,1.231010675430298,1.231010675430298,74106000,8608.484187126094,1.231010675430298,1.2221542596817017,11858.499061854329,1.22569682598114,0.00485085868415128,1.2273396486205108,54.30541035813787,neutral,-0.00020997475775508256,-0.0014548958668249559,0.0012449211090698733,hold,1.2368499322357087,1.208344312149057,0.028505620086651806,Buy_signal,20.037190249360275,22.207495578141994,8.49331091114779,beginning_uptrend,0.0,0.008856415748596413,hold,2002,1,15,2,4,buy,0
52,2002-02-18,1.2398667335510254,1.2487229582886488,1.231010508813402,1.2398667335510254,92831000,9634.88453485562,1.231010675430298,1.231010675430298,8608.484187126094,1.229239320755005,0.007409680801716269,1.2315153436194515,60.05380089611016,neutral,0.0009609931928380444,-0.0009717180548923557,0.0019327112477304001,hold,1.2395952859301889,1.2073702058415092,0.032225080088679636,Buy_signal,22.362413953734713,24.79299673332173,7.703162119204922,beginning_uptrend,0.007194135922202083,0.0,hold,2002,1,18,2,0,buy,0
