,Date,Open,High,Low,Close,Volume,sqrt_Volume,Close_t-1,Close_t-2,Volume_t-1,SMA_5,STD_5,EMV_5,rsi,rsi_result,macd,macd_signal,macd_diff,macd_result,bb_upper,bb_lower,bb_width,bb_result,adx,adx_pos,adx_neg,adx_result,Daily_Return,Close_Diff_t-1,future_return_5,Year,Quarter,Day,Month,Weekday,target,target_encoded
408,2003-07-01,2.706587553024292,2.706587553024292,2.706587553024292,2.706587553024292,0,0.0,2.706587553024292,2.68623685836792,4681.025528663564,2.706587314605713,0.024923922240691954,2.7049385191620714,69.63849681476732,neutral,0.15057516709837104,0.15973123740126172,-0.009156070302890673,hold,2.8860658388464837,2.258485152211866,0.6275806866346176,Hold_signal,81.67340326712954,34.81485433078094,4.451782101099141,very_strong_uptrend,0.0,0.02035069465637207,buy,2003,3,1,7,1,buy,0
409,2003-07-02,2.7472881419318065,2.8490395545959477,2.7472881419318065,2.8490395545959477,112455000,10604.480185280181,2.706587553024292,2.706587553024292,0.0,2.7391478538513185,0.06531149138698,2.7529721976400303,75.96299961746361,overbought,0.15493623099558773,0.15877223612012692,-0.003836005124539188,hold,2.918594289738052,2.2727623453556367,0.6458319443824152,Sell_signal,81.76693406550973,42.34180837910987,3.937733095545267,very_strong_uptrend,0.05263158821981673,0.0,buy,2003,3,2,7,2,hold,1
410,2003-07-03,2.9100899846711994,3.113592778087712,2.9100899846711994,2.9711408615112305,192226000,13864.55913471467,2.8490395545959477,2.706587553024292,10604.480185280181,2.7839184761047364,0.12328302623818614,2.825695085597097,79.8395076926999,overbought,0.16632763909068737,0.160283316714239,0.006044322376448363,buy,2.966991596213901,2.287450904854214,0.6795406913596871,Sell_signal,82.25842046317086,53.1592315790407,3.198963388320287,very_strong_uptrend,0.042857006572026846,0.14245200157165572,hold,2003,3,3,7,3,hold,1
411,2003-07-04,3.0118420124053955,3.0525425408009896,2.930440761538778,3.0118420124053955,83648000,9145.928055697792,2.9711408615112305,2.8490395545959477,13864.55913471467,2.8490395069122316,0.14317691409820915,2.887744061199863,80.94279996414697,overbought,0.17660387525828414,0.16354742842304804,0.013056446835236102,hold,3.013011938965668,2.30858654316629,0.7044253957993778,Sell_signal,82.71480068957048,48.6248821650229,2.926099817225826,very_strong_uptrend,0.013698829100099674,0.12210130691528276,hold,2003,3,4,7,4,sell,2
412,2003-07-07,3.0321919918060303,3.0321919918060303,2.95079094005536,3.0321919918060303,48404000,6957.298326218303,3.0118420124053955,2.9711408615112305,9145.928055697792,2.914160394668579,0.13605801921253233,2.9358933714019186,81.48827917363467,overbought,0.1842658378459583,0.1676911103076301,0.0165747275383282,hold,3.053696478313094,2.3350579848827064,0.7186384934303875,Sell_signal,83.13858232837013,45.81896850065637,2.757248334304181,very_strong_uptrend,0.0067566556668030575,0.04070115089416504,buy,2003,3,7,7,0,hold,1
413,2003-07-08,3.0321914120983484,3.174643516540528,3.0321914120983484,3.174643516540528,61135000,7818.88738888085,3.0321919918060303,3.0118420124053955,6957.298326218303,3.0077715873718263,0.11725701851424619,3.0154767531147884,84.77376407738605,overbought,0.19953255879408527,0.17405940000492115,0.02547315878916412,hold,3.1253439635883713,2.3387064724315265,0.7866374911568448,Sell_signal,83.68042399106096,51.13330035643748,2.4868023440825726,very_strong_uptrend,0.04697971801239764,0.020349979400634766,hold,2003,3,8,7,1,sell,2
414,2003-07-09,3.215344649358165,3.235694815258124,3.01184182590607,3.0321919918060303,117378000,10834.11279247175,3.174643516540528,3.0321919918060303,7818.88738888085,3.044402074813843,0.07695513049136159,3.021048499345202,71.17065106713932,overbought,0.19785613524135748,0.1788187470522084,0.019037388189149074,hold,3.143838627988521,2.385332695787724,0.758505932200797,Sell_signal,84.23514519252645,47.73653706712109,2.1327808653824634,very_strong_uptrend,-0.04487166007531129,0.14245152473449751,hold,2003,3,9,7,2,sell,2
416,2003-07-11,2.787988230991137,2.9711408615112305,2.7676380680947186,2.9711408615112305,116962000,10814.897133121516,3.0321919918060303,3.174643516540528,10834.11279247175,3.044402074813843,0.07695513049136159,3.0044126200672117,66.26315206211943,neutral,0.18941775157691332,0.18093854795714942,0.008479203619763898,hold,3.1498701668255866,2.4322118424899037,0.7176583243356829,Hold_signal,81.31588472122417,40.41407716507548,15.965006451746477,very_strong_uptrend,-0.020134322120690218,-0.14245152473449751,hold,2003,3,11,7,4,buy,0
417,2003-07-14,2.9711408615112305,2.9711408615112305,2.9711408615112305,2.9711408615112305,0,0.0,2.9711408615112305,3.0321919918060303,10814.897133121516,3.0362618446350096,0.08316264096557555,2.993322033881885,66.26315206211943,neutral,0.18064787546856653,0.18088041345943284,-0.00023253799086631055,sell,3.1497267476242943,2.4832309254485203,0.666495822175774,Hold_signal,78.6051428550149,40.41407716507549,15.965006451746481,very_strong_uptrend,0.0,-0.061051130294799805,hold,2003,3,14,7,0,hold,1
418,2003-07-15,3.032192833039632,3.133944272994995,3.0118426614938416,3.133944272994995,128069000,11316.757486135328,2.9711408615112305,2.9711408615112305,0.0,3.0566123008728026,0.09369990284453261,3.040196113586255,72.19310152002726,overbought,0.1847053913941381,0.18164540904637388,0.003059982347764223,buy,3.179132084881609,2.514876527751143,0.664255557130466,Sell_signal,76.74581898264854,46.2937063145511,14.389662598042888,very_strong_uptrend,0.05479491517644064,0.0,sell,2003,3,15,7,1,sell,2
419,2003-07-16,3.1542930603027344,3.215343932543023,3.1339427048641806,3.1542930603027344,84691000,9202.77132172695,3.133944272994995,2.9711408615112305,11316.757486135328,3.052542209625244,0.08753002606147404,3.0782284291584148,72.83579399966001,overbought,0.18740271720203694,0.1827968706775065,0.004605846524530444,hold,3.2181925874947552,2.524656643271541,0.6935359442232141,Sell_signal,75.29202086277246,49.00318091190814,13.663680201073758,very_strong_uptrend,0.006493027806232288,0.16280341148376465,sell,2003,3,16,7,2,sell,2
420,2003-07-17,3.11359300371014,3.1746438849741434,3.052542122446137,3.093242645263672,63265000,7953.929846308679,3.1542930603027344,3.133944272994995,9202.77132172695,3.0647523403167725,0.0882368679856055,3.083233167860167,67.7746063209439,neutral,0.182510244573177,0.18273954545664062,-0.00022930088346362343,sell,3.2404484425582085,2.5431013668976634,0.6973470756605451,Sell_signal,73.05081980898689,45.31043542024072,17.657803510229485,very_strong_uptrend,-0.019354706069449112,0.020348787307739258,sell,2003,3,17,7,3,sell,2
421,2003-07-18,3.093243069196584,3.113593430432095,2.991491651169884,3.0118420124053955,59804000,7733.3045976477615,3.093242645263672,3.1542930603027344,7953.929846308679,3.0728925704956054,0.07881633172500449,3.0594361160419097,61.62575901364547,neutral,0.1701037241422343,0.18021238119375935,-0.010108657051525055,hold,3.2498376134492384,2.5622026916883955,0.6876349217608428,Hold_signal,70.3473859141974,41.90932658207767,20.08545983248139,very_strong_uptrend,-0.026315631262525008,-0.0610504150390625,sell,2003,3,18,7,4,hold,1
422,2003-07-21,3.03219257233544,3.052542936207001,2.8897406074608707,2.93044114112854,68212000,8259.055636088184,3.0118420124053955,3.093242645263672,7733.3045976477615,3.064752626419067,0.09281131744832763,3.016437791070787,56.14059438646469,neutral,0.15195149505155037,0.17456020396531755,-0.022608708913767178,hold,3.2486852240392174,2.5857404399088413,0.6629447841303762,Hold_signal,66.89053860440563,37.83175082503345,24.212165831918554,very_strong_uptrend,-0.027026939308760434,-0.08140063285827637,sell,2003,3,21,7,0,hold,1
423,2003-07-22,2.93044114112854,2.93044114112854,2.93044114112854,2.93044114112854,0,0.0,2.93044114112854,3.0118420124053955,8259.055636088184,3.0240520000457765,0.09927883557831571,2.9877722410900382,56.140594386464706,neutral,0.13599802217364587,0.16684776760698322,-0.03084974543333735,hold,3.24965124888755,2.6010547562088857,0.6485964926786645,Hold_signal,63.680608959598985,37.83175082503345,24.212165831918554,very_strong_uptrend,0.0,-0.08140087127685547,sell,2003,3,22,7,1,hold,1
424,2003-07-23,2.910090534904709,2.910090534904709,2.8083391189575195,2.8083391189575195,102376000,10118.102588924467,2.93044114112854,2.93044114112854,0.0,2.954861211776733,0.10613392030734882,2.927961200379199,48.61319858721737,neutral,0.11220869524798527,0.15591995313518364,-0.043711257887198374,hold,3.2438613909015537,2.617019770788205,0.6268416201133489,Hold_signal,59.65439604762262,34.87987624035154,30.125616217640943,very_strong_uptrend,-0.04166677175573563,0.0,hold,2003,3,23,7,2,buy,0
425,2003-07-24,2.8083391189575195,2.869390007340918,2.7676385913937285,2.8083391189575195,92408000,9612.907988740972,2.8083391189575195,2.93044114112854,10118.102588924467,2.897880506515503,0.0882368047488016,2.8880871732386395,48.61319858721737,neutral,0.09229160212676435,0.14319428293349978,-0.050902680806735434,hold,3.235105865934961,2.637985521813757,0.5971203441212038,Hold_signal,55.59913449880715,32.59729957430996,30.771804030477494,very_strong_uptrend,0.0,-0.12210202217102051,hold,2003,3,24,7,3,buy,0
426,2003-07-25,2.808338422338505,2.869389295578003,2.787988066566881,2.869389295578003,51808000,7197.777434736365,2.8083391189575195,2.8083391189575195,9612.907988740972,2.8693899631500246,0.06105101108664047,2.881854547351761,52.320301807100726,neutral,0.08050538539893193,0.13065650342658622,-0.05015111802765429,hold,3.2302744332207336,2.655027109061371,0.5752473241593625,Hold_signal,51.83353448919279,30.857548769940223,29.129481767190317,very_strong_uptrend,0.02173889050947153,0.0,buy,2003,3,25,7,4,buy,0
427,2003-07-28,2.910090026110723,2.910090026110723,2.7472877502441406,2.7472877502441406,89413000,9455.844753378728,2.869389295578003,2.8083391189575195,7197.777434736365,2.8327592849731444,0.06960886251811405,2.8369989483158875,45.2839672649408,neutral,0.06061343550976428,0.11664788984322183,-0.05603445433345755,hold,3.223505083058625,2.667901548411101,0.5556035346475241,Buy_signal,48.65405127306512,30.253639519908916,26.12620134626178,strong_uptrend,-0.04255314729236359,0.0610501766204834,buy,2003,3,28,7,0,buy,0
428,2003-07-29,2.7676377296447754,2.787987890052606,2.665886345379532,2.7676377296447754,57098000,7556.321856564872,2.7472877502441406,2.869389295578003,9455.844753378728,2.8001986026763914,0.04684991129269796,2.8138785420921835,46.57358144059322,neutral,0.045961183263774075,0.10251054852733228,-0.05654936526355821,hold,3.217163633100105,2.6803480160316697,0.5368156170684353,Buy_signal,45.343019015234454,27.92797066984598,29.242666448605952,strong_downtrend,0.007407298124787465,-0.1221015453338623,buy,2003,3,29,7,1,buy,0
429,2003-07-30,2.7472874103314817,2.8083382804872543,2.706586894919422,2.726937055587769,77991000,8831.251326963808,2.7676377296447754,2.7472877502441406,7556.321856564872,2.7839181900024417,0.05646986772797316,2.784898046590712,44.32348363773304,neutral,0.030710946869761724,0.08815062819581818,-0.05743968132605645,hold,3.2146321858306233,2.684914413557499,0.5297177722731243,Buy_signal,42.112170603393665,27.416339289642682,27.355465221755082,strong_uptrend,-0.014705925425518185,0.020349979400634766,buy,2003,3,30,7,2,buy,0
430,2003-07-31,2.7269379189923124,2.8286893367767334,2.7269379189923124,2.8286893367767334,71497000,8455.589867064273,2.726937055587769,2.7676377296447754,8831.251326963808,2.787988233566284,0.05933091812928883,2.7994951433193855,50.7319533983394,neutral,0.026529764754259055,0.07582645550750636,-0.0492966907532473,hold,3.2153057765853212,2.6822058010208796,0.5330999755644417,Hold_signal,39.28869275575561,26.93443178336298,25.577788683318335,strong_uptrend,0.037313762332894296,-0.04070067405700639,hold,2003,3,31,7,3,hold,1
431,2003-08-01,2.8897396276993934,2.9711408615112305,2.8693894648029747,2.9711408615112305,153094000,12373.11601820657,2.8286893367767334,2.726937055587769,8455.589867064273,2.8083385467529296,0.09865179595018667,2.856710382716667,58.01744385771511,neutral,0.034315230713761746,0.06752421054875743,-0.03320897983499568,hold,3.2153057765853212,2.6822058010208796,0.5330999755644417,Hold_signal,37.76101170283209,33.45426509095102,23.29541515687835,strong_uptrend,0.05035955093492861,0.1017522811889644,hold,2003,3,1,8,4,hold,1
432,2003-08-04,2.9711408615112305,2.9914910244076496,2.9507905045394245,2.9711408615112305,51830000,7199.305522062527,2.9711408615112305,2.8286893367767334,12373.11601820657,2.8531091690063475,0.11367064069967826,2.894853875648188,58.01744385771511,neutral,0.0400238979958365,0.06202414803817325,-0.02200025004233675,hold,3.2119311649223246,2.6815102975944605,0.5304208673278641,Hold_signal,36.48095845428532,33.89640297486963,22.672902223008897,strong_uptrend,0.0,0.14245152473449707,hold,2003,3,4,8,0,hold,1
433,2003-08-05,2.971140686285373,2.991490847981622,2.8490389398063787,2.869389295578003,96944000,9846.014422089784,2.9711408615112305,2.9711408615112305,7199.305522062527,2.873459482192993,0.10316619791503773,2.88636568229146,51.685909350858154,neutral,0.03592345373502992,0.056804009177544586,-0.020880555442514666,hold,3.202789774671703,2.674371418222279,0.528418356449424,Hold_signal,34.32650044911063,30.794656569573707,27.134383315858273,strong_uptrend,-0.0342466314038955,0.0,buy,2003,3,5,8,1,buy,0
434,2003-08-06,2.849039697963789,2.889740226262472,2.8286893367767334,2.8286893367767334,45410000,6738.694235532578,2.869389295578003,2.9711408615112305,9846.014422089784,2.893809938430786,0.07252223218754576,2.8671402337865515,49.36526079709172,neutral,0.02905475050683215,0.0512541574434021,-0.02219940693656995,hold,3.1659862267392116,2.676579548178391,0.48940667856082065,Hold_signal,32.14576250551985,29.54678107599532,27.38553404250746,strong_uptrend,-0.014184188553289734,-0.10175156593322754,buy,2003,3,6,8,2,buy,0
435,2003-08-07,2.8693900615244923,2.930440756985305,2.8490397003206023,2.889740228652954,47429000,6886.871568426407,2.8286893367767334,2.869389295578003,6738.694235532578,2.9060201168060305,0.0633804467954645,2.874673565408686,52.789459159648665,neutral,0.02821233621267938,0.04664579319725756,-0.018433456984578184,hold,3.1537758688833786,2.674544729718916,0.4792311391644626,Hold_signal,30.454870934908445,30.255519703755375,25.528761106346646,strong_uptrend,0.021582748972281074,-0.04069995880126953,buy,2003,3,7,8,3,buy,0
436,2003-08-08,2.930440756985305,2.9507911181891955,2.8693900615244923,2.889740228652954,62936000,7933.221287724174,2.889740228652954,2.8286893367767334,6886.871568426407,2.889739990234375,0.05188312564153673,2.879695786490109,52.789459159648665,neutral,0.0272308169085691,0.04276279793951987,-0.01553198103095077,hold,3.1484582009715405,2.671722334344927,0.4767358666266137,Hold_signal,29.051535459176062,29.965476727290863,24.119841298104667,strong_uptrend,0.0,0.0610508918762207,buy,2003,3,8,8,4,buy,0
437,2003-08-11,2.930440761538778,3.0118420124053955,2.910090594378696,3.0118420124053955,73910000,8597.09253178073,2.889740228652954,2.889740228652954,7933.221287724174,2.897880220413208,0.06840855235667034,2.923744528461871,59.1907596046907,neutral,0.03589181083678472,0.04138860051897285,-0.005496789682188127,hold,3.15322272109322,2.6710279293126638,0.48219479178055646,Sell_signal,28.233532002495075,31.605400171569382,22.14551483697608,strong_uptrend,0.042253550177885346,0.0,hold,2003,3,11,8,0,hold,1
438,2003-08-12,3.0118420124053955,3.0118420124053955,3.0118420124053955,3.0118420124053955,0,0.0,3.0118420124053955,2.889740228652954,8597.09253178073,2.9263707637786864,0.08190836659332436,2.953110356443046,59.1907596046907,neutral,0.042268466355053214,0.041564573686188926,0.000703892668864288,buy,3.1299104064787833,2.68213001786814,0.44778038861064307,Sell_signal,27.473957364148443,31.605400171569382,22.145514836976076,strong_uptrend,0.0,0.1221017837524414,hold,2003,3,12,8,1,hold,1
439,2003-08-13,3.052542351781406,3.052542351781406,2.991491465930695,3.0321919918060303,70706000,8408.68598533683,3.0118420124053955,3.0118420124053955,0.0,2.967071294784546,0.07108045981707722,2.979470901564041,60.23298946595244,neutral,0.04840608978901706,0.042932876906754555,0.005473212882262504,hold,3.1019886962746477,2.6978416212226057,0.40414707505204195,Sell_signal,27.09587530102932,33.19418967460051,21.141986501387912,strong_uptrend,0.0067566556668030575,0.0,hold,2003,3,13,8,2,hold,1
440,2003-08-14,2.9914910793304443,3.032191599945917,2.950790558714971,2.9914910793304443,95789000,9787.185499417083,3.0321919918060303,3.0118420124053955,8408.68598533683,2.987421464920044,0.056469708775434585,2.983477627486175,57.09242065587905,neutral,0.04941633632995046,0.04422956879139374,0.005186767538556722,hold,3.0817294455957307,2.7079257153082,0.37380373028753056,Sell_signal,26.25177113021825,31.166258150398324,22.90502246897114,strong_uptrend,-0.013422933833204809,0.020349979400634766,hold,2003,3,14,8,3,hold,1
441,2003-08-15,3.0118420124053955,3.0321921795654783,2.971141484009801,3.0118420124053955,71958000,8482.806139480024,2.9914910793304443,3.0321919918060303,9787.185499417083,3.011841821670532,0.014389945608318322,2.992932422459249,58.26420436423256,neutral,0.05126812715483764,0.04563728046408252,0.005630846690755122,hold,3.0817294455957307,2.7079257153082,0.37380373028753056,Sell_signal,25.467965357537768,29.70075077411677,21.827944116931576,strong_uptrend,0.006802939582726708,-0.04070091247558594,hold,2003,3,15,8,4,hold,1
442,2003-08-18,3.011842010113829,3.032192177258429,2.950791120529175,2.950791120529175,61980000,7872.737770305829,3.0118420124053955,2.9914910793304443,8482.806139480024,2.999631643295288,0.030862712002025616,2.9788853218158913,53.540444779345954,neutral,0.04726455164398491,0.045962734700063,0.0013018169439219102,hold,3.083730375281955,2.707959783562039,0.3757705917199159,Sell_signal,24.478956743140525,27.822162659464816,22.028586036345793,beginning_uptrend,-0.020270283641957265,0.020350933074951172,hold,2003,3,18,8,0,hold,1
443,2003-08-19,2.9914910793304443,3.072892314636781,2.9914910793304443,2.9914910793304443,93102000,9648.93776537086,2.950791120529175,3.0118420124053955,7872.737770305829,2.995561456680298,0.03018431521890256,2.983087240987409,56.09595232333559,neutral,0.04683594017496784,0.04613737579504397,0.0006985643799238689,hold,3.0908711875744084,2.706923965089776,0.38394722248463253,Sell_signal,23.964291669720417,28.333038927060116,19.986493998270557,beginning_uptrend,0.013792897273586346,-0.0610508918762207,hold,2003,3,19,8,1,hold,1
444,2003-08-20,3.0118420124053955,3.0118420124053955,2.95079112277429,3.0118420124053955,61483000,7841.109615354194,2.9914910793304443,2.950791120529175,9648.93776537086,2.991491460800171,0.02492392224217275,2.9926721647934045,57.358957055800005,neutral,0.047589826817187486,0.04642786599947268,0.0011619608177148091,hold,3.1023364150201234,2.7158090269888486,0.38652738803127473,Sell_signal,22.946663391619893,26.98598868788402,22.205780586365186,beginning_uptrend,0.006802939582726708,0.04069995880126953,hold,2003,3,20,8,2,hold,1
445,2003-08-21,3.0118420124053955,3.093243069196584,3.0118420124053955,3.0118420124053955,74840000,8651.011501552868,3.0118420124053955,2.9914910793304443,7841.109615354194,2.995561647415161,0.0265335657932678,2.9990621139974016,57.358957055800005,neutral,0.04763814453610937,0.04666992170680002,0.000968222829309355,hold,3.1116525820507013,2.7268431493030585,0.3848094327476428,Sell_signal,22.787604913680127,31.6519335030229,20.7867249156645,beginning_uptrend,0.0,0.020350933074951172,hold,2003,3,21,8,3,hold,1
446,2003-08-22,3.0118420124053955,3.0525425408009896,2.991491651169884,3.0118420124053955,40930000,6397.655820689325,3.0118420124053955,3.0118420124053955,8651.011501552868,2.995561647415161,0.0265335657932678,3.0033220801333997,57.35895705580001,neutral,0.04713311546077925,0.04676256045759587,0.00037055500318337875,hold,3.121394107568365,2.731346895468134,0.39004721210023074,Sell_signal,22.36597831953603,30.098390433705983,21.402543888242718,beginning_uptrend,0.0,0.0,hold,2003,3,22,8,4,hold,1
447,2003-08-25,3.0321915442758742,3.072892258219486,2.9711408615112305,2.9711408615112305,84239000,9178.180647601135,3.0118420124053955,3.0118420124053955,6397.655820689325,2.9996315956115724,0.01820214801700716,2.992595007259343,53.51356425930238,neutral,0.042953492433441376,0.04600074685276497,-0.003047254419323596,sell,3.115101478095829,2.7600248360673794,0.35507664202844946,Sell_signal,21.698281481863045,27.66152143762337,21.289029726952148,beginning_uptrend,-0.013513707135541009,0.0,hold,2003,3,25,8,0,sell,2
448,2003-08-26,2.9914910244076496,2.9914910244076496,2.9507905045394245,2.9711408615112305,22793000,4774.20150391665,2.9711408615112305,3.0118420124053955,9178.180647601135,2.9955615520477297,0.022292938461132162,2.9854436253433057,53.51356425930238,neutral,0.03918936051819433,0.04463846958585084,-0.005449109067656513,hold,3.107601637957859,2.7878749893919945,0.3197266485658643,Sell_signal,20.800583707723153,26.729296533947668,22.25663029142333,beginning_uptrend,0.0,-0.04070115089416504,hold,2003,3,26,8,1,hold,1
449,2003-08-27,2.971141481749202,2.971141481749202,2.9100905921645475,2.950791120529175,60278000,7763.8907771812455,2.9711408615112305,2.9711408615112305,4774.20150391665,2.9833513736724853,0.027302913260542752,2.9738927904052623,51.51111297830902,neutral,0.0341703107567608,0.042544837820032835,-0.008374527063272033,hold,3.082650056840051,2.835211977003943,0.24743807983610822,Buy_signal,19.42932018266367,25.34927186550377,24.54944809903169,weak_uptrend,-0.00684913369327933,0.0,hold,2003,3,27,8,2,buy,0
450,2003-08-28,2.971140916060403,3.0118414366758763,2.930440201369539,2.9914910793304443,43279000,6578.677678682852,2.950791120529175,2.9711408615112305,7763.8907771812455,2.979281187057495,0.023202922808536676,2.979758886713656,55.12767887609485,neutral,0.033095321922043563,0.040654934640434987,-0.007559612718391423,hold,3.0759784465379445,2.8581637615614204,0.21781468497652412,Buy_signal,18.641998855009003,27.050566620550498,22.855087327104368,weak_uptrend,0.013792897273586346,-0.020349740982055664,hold,2003,3,28,8,3,buy,0
451,2003-08-29,3.011841381379456,3.011841381379456,2.9507905045394245,2.9711408615112305,31748000,5634.536360695528,2.9914910793304443,2.950791120529175,6578.677678682852,2.971140956878662,0.014389608431749969,2.9768862116461805,52.99913444572743,neutral,0.030252560337503898,0.038574459779848774,-0.008321899442344877,hold,3.0759784465379445,2.8581637615614204,0.21781468497652412,Buy_signal,17.91091476504396,25.62224214027834,21.648292616073768,weak_uptrend,-0.0068027004859959606,0.04069995880126953,buy,2003,3,29,8,4,buy,0
452,2003-09-01,3.0118414366758763,3.032191599945917,2.971140916060403,2.9914910793304443,31604000,5621.743501797285,2.9711408615112305,2.9914910793304443,5634.536360695528,2.975211000442505,0.017026042802218724,2.9817545008742683,54.875469500797635,neutral,0.02930394615471066,0.03672035705482116,-0.007416410900110498,hold,3.077508093954145,2.8586691359271414,0.21883895802700337,Buy_signal,17.48427282445388,26.03712794338885,20.483525962548164,weak_uptrend,0.006849294182862398,-0.020350217819213867,buy,2003,3,1,9,0,buy,0
453,2003-09-02,3.0118414366758763,3.0118414366758763,2.9914910793304443,2.9914910793304443,21217000,4606.191485381389,2.9914910793304443,2.9711408615112305,5621.743501797285,2.9792810440063477,0.018201601568486585,2.9850000270263273,54.875469500797635,neutral,0.028226781810303248,0.03502164200591758,-0.00679486019561433,hold,3.0741174644208207,2.8742699438357104,0.19984752058511024,Buy_signal,17.08810530819166,25.54376559684482,20.095395579798154,weak_uptrend,0.0,0.020350217819213867,buy,2003,3,2,9,1,buy,0
454,2003-09-03,3.011842402539332,3.011842402539332,2.910090971332432,2.93044114112854,54569000,7387.083321582341,2.9914910793304443,2.9914910793304443,4606.191485381389,2.9752110481262206,0.026533136074015928,2.966813731727065,48.18303374424241,neutral,0.022191096364130747,0.032455532877560214,-0.010264436513429467,hold,3.056932931445471,2.90162965724624,0.1553032741992313,Buy_signal,16.227831788790027,23.178838468890437,25.641469568183624,weak_downtrend,-0.020407862361257134,0.0,buy,2003,3,3,9,2,buy,0
455,2003-09-04,2.971141481749202,2.9914916488938017,2.930440759309147,2.950791120529175,34263000,5853.4605149432755,2.93044114112854,2.9914910793304443,7387.083321582341,2.967071056365967,0.02653311778814537,2.9614728613277683,50.356398745899824,neutral,0.01883275317342914,0.029730976936734002,-0.010898223763304862,hold,3.049797326412509,2.9148703514668246,0.13492697494568429,Buy_signal,15.429006377917078,21.87047840530476,24.194103048947298,weak_downtrend,0.006944339920370357,-0.0610499382019043,buy,2003,3,4,9,3,buy,0
456,2003-09-05,2.991490647932028,3.1339425465811024,2.9711404875966525,3.1135923862457275,155975000,12488.99515573611,2.950791120529175,2.93044114112854,5853.4605149432755,2.995561361312866,0.07108001613360689,3.012179369633755,63.53379804126117,neutral,0.02897394989686708,0.02957957152876062,-0.0006056216318935416,hold,3.0695611111008185,2.917491782537792,0.15206932856302657,Sell_signal,15.733042055925669,30.493413139405973,20.462486520687857,weak_uptrend,0.05517207388348022,0.020349979400634766,buy,2003,3,5,9,4,hold,1
457,2003-09-08,3.133944272994995,3.154294638616256,3.072893564282153,3.133944272994995,60744000,7793.843724376311,3.1135923862457275,2.950791120529175,12488.99515573611,3.0240520000457765,0.09392038562976747,3.052767670754168,64.7919692582663,neutral,0.03821265681520769,0.03130618858605004,0.00690646822915765,buy,3.097143209127345,2.902119910570226,0.19502329855711942,Sell_signal,16.215895533231688,30.115906664040796,19.055734068291443,weak_uptrend,0.006536464708473799,0.16280126571655273,hold,2003,3,8,9,0,hold,1
458,2003-09-09,3.174643808894938,3.2153443307370995,3.1339430929773795,3.1949939727783203,77941000,8828.42001719447,3.133944272994995,3.1135923862457275,7793.843724376311,3.0647525787353516,0.11743340059679508,3.100176438095552,68.32267301059815,neutral,0.04988554960499636,0.035022060789839306,0.014863488815157054,hold,3.1383134829416917,2.879264832793172,0.25904865014851985,Sell_signal,17.225993081454575,33.20978779539286,17.74216913827287,weak_uptrend,0.019480148485532034,0.020351886749267578,hold,2003,3,9,9,1,hold,1
459,2003-09-10,3.1949939727783203,3.2153443307370995,3.113592929093997,3.1949939727783203,47518000,6893.330109605951,3.1949939727783203,3.133944272994995,8828.42001719447,3.1176631450653076,0.10010998027965774,3.1317822829898083,68.32267301059815,neutral,0.05846248213711025,0.039710145059293496,0.018752337077816754,hold,3.1696918636880747,2.8641666501440173,0.3055252135440574,Sell_signal,17.83670836811628,30.389796732545538,17.933881899834358,weak_uptrend,0.0,0.061049699783325195,hold,2003,3,10,9,2,hold,1
460,2003-09-11,3.1542930603027344,3.215343932543023,3.1339427048641806,3.1542930603027344,45351000,6734.31510994251,3.1949939727783203,3.1949939727783203,6893.330109605951,3.1583635330200197,0.03640364963011002,3.1392858754274506,63.406330365547284,neutral,0.061269265523054894,0.04402196915204578,0.017247296371009115,hold,3.1885187729048754,2.861619939024446,0.3268988338804295,Sell_signal,18.403801134302146,28.31812311769552,16.711328479332717,weak_uptrend,-0.012738963773441192,0.0,hold,2003,3,11,9,3,hold,1
461,2003-09-12,3.1746439582378128,3.276395364667545,3.133943240405595,3.235694646835327,73495000,8572.922488859911,3.1542930603027344,3.1949939727783203,6734.31510994251,3.1827839851379394,0.03966974917295346,3.1714221325634093,68.31676779730483,neutral,0.06926366094173053,0.04907030750998274,0.020193353431747794,hold,3.2234843741308,2.8490396012415147,0.37444477288928546,Sell_signal,19.50803424131799,29.973399804314955,14.808780981097147,weak_uptrend,0.025806602296103875,-0.04070091247558594,hold,2003,3,12,9,4,hold,1
462,2003-09-15,3.235694196643885,3.2967452648980013,3.1135926423617906,3.174643516540528,81266000,9014.765665284927,3.235694646835327,3.1542930603027344,8572.922488859911,3.190923833847046,0.030184516144557798,3.172495927222449,61.636446733190446,neutral,0.06986757105031893,0.053229760218049975,0.016637810832268958,hold,3.2396002780419777,2.8553089369314724,0.38429134111050534,Sell_signal,20.17349300696166,25.891919741000002,14.3052918008631,beginning_uptrend,-0.018868013505078607,0.08140158653259277,hold,2003,3,15,9,0,hold,1
463,2003-09-16,3.194993678549854,3.215344034634559,3.133942804371117,3.174643516540528,33045000,5748.478059451911,3.174643516540528,3.235694646835327,9014.765665284927,3.1868537425994874,0.03086290065105687,3.1732117903284753,61.636446733190446,neutral,0.0695445083598929,0.05649270984641856,0.013051798513474336,hold,3.254585790665621,2.858638668028837,0.3959471226367839,Sell_signal,20.791419003630786,24.307656745841797,13.429986120104328,beginning_uptrend,0.0,-0.06105113029479936,hold,2003,3,16,9,1,hold,1
